Species	Symbol	Ensembl	Family	Protein	Entrez ID
Mus_musculus	Prdm9	ENSMUSG00000051977	zf-C2H2	ENSMUSP00000131871;	213389
Mus_musculus	Usf2	ENSMUSG00000058239	bHLH	ENSMUSP00000132833;ENSMUSP00000130298;ENSMUSP00000132021;ENSMUSP00000132256;ENSMUSP00000125520;	22282
Mus_musculus	Etv3	ENSMUSG00000003382	ETS	ENSMUSP00000127419;ENSMUSP00000112915;ENSMUSP00000114047;	27049
Mus_musculus	Ybx1	ENSMUSG00000028639	CSD	ENSMUSP00000078589;	22608
Mus_musculus	Pknox1	ENSMUSG00000006705	Homeobox	ENSMUSP00000134852;ENSMUSP00000094966;ENSMUSP00000135804;	18771
Mus_musculus	Gm13212	ENSMUSG00000078502	zf-C2H2	ENSMUSP00000112918;ENSMUSP00000095402;ENSMUSP00000101365;	433801
Mus_musculus	2210418O10Rik	ENSMUSG00000078894	zf-C2H2	ENSMUSP00000118168;ENSMUSP00000096607;	100504263
Mus_musculus	Zfp976	ENSMUSG00000074158	zf-C2H2	ENSMUSP00000141023;ENSMUSP00000096105;	208111
Mus_musculus	Duxbl2	ENSMUSG00000072675	Homeobox	ENSMUSP00000098373;ENSMUSP00000128018;ENSMUSP00000134235;ENSMUSP00000133830;	100039227
Mus_musculus	Foxl2	ENSMUSG00000050397	Fork_head	ENSMUSP00000053297;	26927
Mus_musculus	Creb3l4	ENSMUSG00000027938	TF_bZIP	ENSMUSP00000029547;ENSMUSP00000102992;	78284
Mus_musculus	Zbtb14	ENSMUSG00000049672	ZBTB	ENSMUSP00000108294;ENSMUSP00000108294;ENSMUSP00000108296;ENSMUSP00000108296;ENSMUSP00000054897;ENSMUSP00000054897;	22666
Mus_musculus	Mlxip	ENSMUSG00000038342	bHLH	ENSMUSP00000064943;ENSMUSP00000120510;	208104
Mus_musculus	Nfxl1	ENSMUSG00000072889	zf-NF-X1	ENSMUSP00000084467;ENSMUSP00000074481;ENSMUSP00000114355;	100978
Mus_musculus	Zfp652	ENSMUSG00000075595	zf-C2H2	ENSMUSP00000122280;ENSMUSP00000115393;ENSMUSP00000103345;ENSMUSP00000089153;	268469
Mus_musculus	Zscan4e	ENSMUSG00000095936	zf-C2H2	ENSMUSP00000147356;ENSMUSP00000147491;	-
Mus_musculus	Sp7	ENSMUSG00000060284	zf-C2H2	ENSMUSP00000077596;ENSMUSP00000154859;	170574
Mus_musculus	Dmrtc2	ENSMUSG00000011349	DM	ENSMUSP00000011493;	71241
Mus_musculus	LO018689.1	ENSMUSG00000115853	zf-C2H2	ENSMUSP00000155600;ENSMUSP00000154833;	-
Mus_musculus	Ebf1	ENSMUSG00000057098	COE	ENSMUSP00000099857;ENSMUSP00000104891;ENSMUSP00000080020;	13591
Mus_musculus	Osr2	ENSMUSG00000022330	zf-C2H2	ENSMUSP00000154286;ENSMUSP00000022952;	107587
Mus_musculus	Zfp418	ENSMUSG00000034538	zf-C2H2	ENSMUSP00000057159;	232854
Mus_musculus	Mnt	ENSMUSG00000000282	bHLH	ENSMUSP00000118435;ENSMUSP00000000291;	17428
Mus_musculus	Creb3l1	ENSMUSG00000027230	TF_bZIP	ENSMUSP00000028663;	26427
Mus_musculus	Hoxc12	ENSMUSG00000050328	Homeobox	ENSMUSP00000051003;	15421
Mus_musculus	Atf5	ENSMUSG00000038539	TF_bZIP	ENSMUSP00000047771;ENSMUSP00000103525;	107503
Mus_musculus	Prdm16	ENSMUSG00000039410	zf-C2H2	ENSMUSP00000101262;ENSMUSP00000101261;ENSMUSP00000095365;ENSMUSP00000101263;ENSMUSP00000030902;ENSMUSP00000064546;	70673
Mus_musculus	Tfdp2	ENSMUSG00000032411	E2F	ENSMUSP00000128260;ENSMUSP00000139891;ENSMUSP00000132934;ENSMUSP00000141084;ENSMUSP00000137176;ENSMUSP00000139926;ENSMUSP00000140359;ENSMUSP00000140061;ENSMUSP00000034982;ENSMUSP00000136817;ENSMUSP00000139848;	211586
Mus_musculus	Zhx1	ENSMUSG00000116334	Homeobox	ENSMUSP00000155504;ENSMUSP00000155586;ENSMUSP00000155709;ENSMUSP00000154900;	-
Mus_musculus	Hoxd1	ENSMUSG00000042448	Homeobox	ENSMUSP00000043078;	15429
Mus_musculus	Repin1	ENSMUSG00000052751	zf-C2H2	ENSMUSP00000121975;ENSMUSP00000009420;ENSMUSP00000113548;ENSMUSP00000118890;ENSMUSP00000132365;	58887
Mus_musculus	Zbtb46	ENSMUSG00000027583	ZBTB	ENSMUSP00000029106;ENSMUSP00000029106;ENSMUSP00000137014;ENSMUSP00000137014;	72147
Mus_musculus	Zfp113	ENSMUSG00000037007	zf-C2H2	ENSMUSP00000127561;ENSMUSP00000041796;	56314
Mus_musculus	Setdb1	ENSMUSG00000015697	MBD	ENSMUSP00000102788;ENSMUSP00000015841;ENSMUSP00000102789;	84505
Mus_musculus	Gm10509	ENSMUSG00000073448	zf-C2H2	ENSMUSP00000094996;	-
Mus_musculus	Zfp987	ENSMUSG00000116232	zf-C2H2	ENSMUSP00000155733;	-
Mus_musculus	Lbx1	ENSMUSG00000025216	Homeobox	ENSMUSP00000096997;	16814
Mus_musculus	Zfpm1	ENSMUSG00000049577	zf-C2H2	ENSMUSP00000058037;	22761
Mus_musculus	Gm10770	ENSMUSG00000074837	zf-C2H2	ENSMUSP00000097015;	-
Mus_musculus	Thap7	ENSMUSG00000022760	THAP	ENSMUSP00000097701;	69009
Mus_musculus	Mier3	ENSMUSG00000032727	MYB	ENSMUSP00000104895;ENSMUSP00000104894;ENSMUSP00000036809;	218613
Mus_musculus	Irf9	ENSMUSG00000002325	IRF	ENSMUSP00000120359;ENSMUSP00000120525;ENSMUSP00000119477;	16391
Mus_musculus	Grhl2	ENSMUSG00000022286	CP2	ENSMUSP00000125410;ENSMUSP00000022895;	252973
Mus_musculus	Hoxb6	ENSMUSG00000000690	Homeobox	ENSMUSP00000133281;ENSMUSP00000000704;	15414
Mus_musculus	Zfp551	ENSMUSG00000034071	zf-C2H2	ENSMUSP00000079222;	619331
Mus_musculus	Olig2	ENSMUSG00000039830	bHLH	ENSMUSP00000036797;	50913
Mus_musculus	E2f2	ENSMUSG00000018983	E2F	ENSMUSP00000050047;	242705
Mus_musculus	Zfp692	ENSMUSG00000037243	zf-C2H2	ENSMUSP00000126674;ENSMUSP00000131896;	103836
Mus_musculus	Esrra	ENSMUSG00000024955	ESR-like	ENSMUSP00000025906;ENSMUSP00000134587;ENSMUSP00000133916;	26379
Mus_musculus	Tfe3	ENSMUSG00000000134	bHLH	ENSMUSP00000111343;ENSMUSP00000078498;ENSMUSP00000076864;ENSMUSP00000111341;ENSMUSP00000111342;ENSMUSP00000099219;ENSMUSP00000134125;	209446
Mus_musculus	Zfp667	ENSMUSG00000054893	zf-C2H2	ENSMUSP00000128658;ENSMUSP00000104202;ENSMUSP00000083507;	384763
Mus_musculus	Pias4	ENSMUSG00000004934	zf-MIZ	ENSMUSP00000005064;	59004
Mus_musculus	En2	ENSMUSG00000039095	Homeobox	ENSMUSP00000036761;	13799
Mus_musculus	Zfp120	ENSMUSG00000068134	zf-C2H2	ENSMUSP00000092116;ENSMUSP00000086615;	104348
Mus_musculus	Jund	ENSMUSG00000071076	TF_bZIP	ENSMUSP00000092901;	16478
Mus_musculus	Prdm15	ENSMUSG00000014039	zf-C2H2	ENSMUSP00000093533;ENSMUSP00000120497;ENSMUSP00000113791;	114604
Mus_musculus	Klf15	ENSMUSG00000030087	zf-C2H2	ENSMUSP00000144962;ENSMUSP00000144808;ENSMUSP00000109158;ENSMUSP00000032174;	66277
Mus_musculus	Jund	ENSMUSG00000110974	TF_bZIP	ENSMUSP00000150017;	-
Mus_musculus	Mycl	ENSMUSG00000028654	bHLH	ENSMUSP00000030407;ENSMUSP00000101859;	16918
Mus_musculus	Zfp800	ENSMUSG00000039841	zf-C2H2	ENSMUSP00000039222;ENSMUSP00000110975;ENSMUSP00000110976;	627049
Mus_musculus	Zfp58	ENSMUSG00000071291	zf-C2H2	ENSMUSP00000132285;ENSMUSP00000075487;ENSMUSP00000129177;ENSMUSP00000089108;	238693
Mus_musculus	Tfap2b	ENSMUSG00000025927	AP-2	ENSMUSP00000064488;ENSMUSP00000140213;ENSMUSP00000027059;	21419
Mus_musculus	Dmrta1	ENSMUSG00000043753	DM	ENSMUSP00000057488;	242523
Mus_musculus	Nr1h2	ENSMUSG00000060601	THR-like	ENSMUSP00000146466;ENSMUSP00000103544;ENSMUSP00000073188;ENSMUSP00000146826;ENSMUSP00000103545;ENSMUSP00000103543;ENSMUSP00000146455;ENSMUSP00000126788;	22260
Mus_musculus	Fos	ENSMUSG00000021250	TF_bZIP	ENSMUSP00000021674;	14281
Mus_musculus	Zfp24	ENSMUSG00000051469	zf-C2H2	ENSMUSP00000064637;ENSMUSP00000122579;	59057
Mus_musculus	Nr2c2	ENSMUSG00000005893	RXR-like	ENSMUSP00000109090;ENSMUSP00000109087;ENSMUSP00000138465;	22026
Mus_musculus	Ebf4	ENSMUSG00000053552	COE	ENSMUSP00000105916;ENSMUSP00000105917;ENSMUSP00000134520;ENSMUSP00000133528;ENSMUSP00000105915;	228598
Mus_musculus	Zbtb18	ENSMUSG00000063659	ZBTB	ENSMUSP00000091831;ENSMUSP00000091831;ENSMUSP00000141724;ENSMUSP00000142073;ENSMUSP00000076463;ENSMUSP00000141337;ENSMUSP00000142256;ENSMUSP00000142124;	30928
Mus_musculus	Foxp3	ENSMUSG00000039521	Fork_head	ENSMUSP00000111404;ENSMUSP00000111405;ENSMUSP00000111403;ENSMUSP00000041953;	20371
Mus_musculus	Runx3	ENSMUSG00000070691	Runt	ENSMUSP00000113159;ENSMUSP00000050353;	12399
Mus_musculus	Tfec	ENSMUSG00000029553	bHLH	ENSMUSP00000031533;	21426
Mus_musculus	Gsc2	ENSMUSG00000022738	Homeobox	ENSMUSP00000012279;	195333
Mus_musculus	Nfatc1	ENSMUSG00000033016	RHD	ENSMUSP00000126884;ENSMUSP00000129001;ENSMUSP00000077196;ENSMUSP00000046312;	18018
Mus_musculus	Gm28360	ENSMUSG00000100305	zf-C2H2	ENSMUSP00000140444;	-
Mus_musculus	Tcfl5	ENSMUSG00000038932	bHLH	ENSMUSP00000040611;	277353
Mus_musculus	Zfp575	ENSMUSG00000066721	zf-C2H2	ENSMUSP00000092294;	101544
Mus_musculus	Zfp956	ENSMUSG00000045466	zf-C2H2	ENSMUSP00000098989;	101197
Mus_musculus	Gm14412	ENSMUSG00000078868	zf-C2H2	ENSMUSP00000104587;	-
Mus_musculus	Wiz	ENSMUSG00000024050	zf-C2H2	ENSMUSP00000069443;ENSMUSP00000126253;ENSMUSP00000084993;	22404
Mus_musculus	Gm21994	ENSMUSG00000074735	zf-C2H2	ENSMUSP00000075719;	-
Mus_musculus	T	ENSMUSG00000062327	T-box	ENSMUSP00000074236;ENSMUSP00000135526;ENSMUSP00000119581;	20997
Mus_musculus	Zfp397	ENSMUSG00000024276	zf-C2H2	ENSMUSP00000057253;	69256
Mus_musculus	Sim2	ENSMUSG00000062713	bHLH	ENSMUSP00000072043;	20465
Mus_musculus	Zfp426	ENSMUSG00000059475	zf-C2H2	ENSMUSP00000130945;ENSMUSP00000127045;ENSMUSP00000079250;ENSMUSP00000129727;ENSMUSP00000126446;ENSMUSP00000111224;	235028
Mus_musculus	Zfp771	ENSMUSG00000054716	zf-C2H2	ENSMUSP00000056959;	244216
Mus_musculus	Gm9049	ENSMUSG00000112919	MYB	ENSMUSP00000151392;	-
Mus_musculus	Zfp984	ENSMUSG00000078495	zf-C2H2	ENSMUSP00000101360;ENSMUSP00000114023;	100041677
Mus_musculus	Tcf15	ENSMUSG00000068079	bHLH	ENSMUSP00000086511;	21407
Mus_musculus	Arx	ENSMUSG00000035277	Homeobox	ENSMUSP00000109580;ENSMUSP00000049039;	11878
Mus_musculus	Zfp882	ENSMUSG00000089857	zf-C2H2	ENSMUSP00000105629;	382019
Mus_musculus	Neurod2	ENSMUSG00000038255	bHLH	ENSMUSP00000041373;	18013
Mus_musculus	Zfp946	ENSMUSG00000071266	zf-C2H2	ENSMUSP00000132940;ENSMUSP00000086141;ENSMUSP00000113244;	74149
Mus_musculus	Gm14139	ENSMUSG00000079009	zf-C2H2	ENSMUSP00000105552;ENSMUSP00000105555;	100271882
Mus_musculus	Smarce1	ENSMUSG00000037935	HMG	ENSMUSP00000099422;	57376
Mus_musculus	Ncor1	ENSMUSG00000018501	MYB	ENSMUSP00000018645;ENSMUSP00000124045;ENSMUSP00000124698;ENSMUSP00000121806;ENSMUSP00000125317;ENSMUSP00000124120;ENSMUSP00000098627;ENSMUSP00000098628;	20185
Mus_musculus	Zfp189	ENSMUSG00000039634	zf-C2H2	ENSMUSP00000103324;ENSMUSP00000036663;	230162
Mus_musculus	Sp1	ENSMUSG00000001280	zf-C2H2	ENSMUSP00000130747;ENSMUSP00000001326;	20683
Mus_musculus	Nkx2-3	ENSMUSG00000044220	Homeobox	ENSMUSP00000050933;	18089
Mus_musculus	Zfp260	ENSMUSG00000049421	zf-C2H2	ENSMUSP00000052200;ENSMUSP00000103835;	26466
Mus_musculus	Rhox4g	ENSMUSG00000079628	Homeobox	ENSMUSP00000110820;	664608
Mus_musculus	Aff3	ENSMUSG00000037138	AF-4	ENSMUSP00000092637;ENSMUSP00000148461;ENSMUSP00000044128;	16764
Mus_musculus	Sall2	ENSMUSG00000049532	zf-C2H2	ENSMUSP00000154331;ENSMUSP00000056401;	50524
Mus_musculus	Zfp579	ENSMUSG00000051550	zf-C2H2	ENSMUSP00000123963;ENSMUSP00000104212;ENSMUSP00000124074;	68490
Mus_musculus	Hey1	ENSMUSG00000040289	bHLH	ENSMUSP00000038014;	15213
Mus_musculus	Prdm4	ENSMUSG00000035529	zf-C2H2	ENSMUSP00000041942;ENSMUSP00000151931;	72843
Mus_musculus	Tshz1	ENSMUSG00000046982	zf-C2H2	ENSMUSP00000089388;	110796
Mus_musculus	Zfp768	ENSMUSG00000047371	zf-C2H2	ENSMUSP00000055374;ENSMUSP00000145704;	233890
Mus_musculus	Zfp958	ENSMUSG00000058748	zf-C2H2	ENSMUSP00000072937;ENSMUSP00000143842;	233987
Mus_musculus	Maz	ENSMUSG00000030678	zf-C2H2	ENSMUSP00000145619;ENSMUSP00000032916;ENSMUSP00000145610;	17188
Mus_musculus	Zkscan16	ENSMUSG00000038630	zf-C2H2	ENSMUSP00000103178;	100041581
Mus_musculus	Zfp160	ENSMUSG00000067942	zf-C2H2	ENSMUSP00000086191;	224585
Mus_musculus	Zfp963	ENSMUSG00000092260	zf-C2H2	ENSMUSP00000119087;	620419
Mus_musculus	Zfp672	ENSMUSG00000049755	zf-C2H2	ENSMUSP00000104457;ENSMUSP00000114561;ENSMUSP00000070567;ENSMUSP00000140236;ENSMUSP00000060088;	319475
Mus_musculus	Zbtb37	ENSMUSG00000043467	ZBTB	ENSMUSP00000134769;ENSMUSP00000134769;ENSMUSP00000125253;ENSMUSP00000125253;ENSMUSP00000134753;ENSMUSP00000125417;ENSMUSP00000131576;	240869
Mus_musculus	D130040H23Rik	ENSMUSG00000079038	zf-C2H2	ENSMUSP00000148399;	211135
Mus_musculus	Zfp13	ENSMUSG00000062012	zf-C2H2	ENSMUSP00000111178;ENSMUSP00000054595;	22654
Mus_musculus	Zfp616	ENSMUSG00000069476	zf-C2H2	ENSMUSP00000136549;	327963
Mus_musculus	Zbtb2	ENSMUSG00000075327	ZBTB	ENSMUSP00000097656;ENSMUSP00000097656;ENSMUSP00000097655;ENSMUSP00000097655;	381990
Mus_musculus	Irf1	ENSMUSG00000018899	IRF	ENSMUSP00000122101;ENSMUSP00000104550;ENSMUSP00000118314;ENSMUSP00000118795;ENSMUSP00000116656;ENSMUSP00000019043;ENSMUSP00000104548;ENSMUSP00000114315;	16362
Mus_musculus	Zbtb26	ENSMUSG00000050714	ZBTB	ENSMUSP00000070071;ENSMUSP00000070071;ENSMUSP00000099850;ENSMUSP00000099850;	320633
Mus_musculus	Mlx	ENSMUSG00000017801	bHLH	ENSMUSP00000017945;ENSMUSP00000121600;ENSMUSP00000102923;ENSMUSP00000102924;	21428
Mus_musculus	Sp100	ENSMUSG00000026222	SAND	ENSMUSP00000122670;ENSMUSP00000118481;ENSMUSP00000120267;ENSMUSP00000122899;ENSMUSP00000066399;ENSMUSP00000116942;	20684
Mus_musculus	Crebzf	ENSMUSG00000051451	TF_bZIP	ENSMUSP00000050972;	233490
Mus_musculus	Zfhx4	ENSMUSG00000025255	Homeobox	ENSMUSP00000026284;ENSMUSP00000135289;ENSMUSP00000135827;	80892
Mus_musculus	Ikzf1	ENSMUSG00000018654	zf-C2H2	ENSMUSP00000075992;ENSMUSP00000018798;ENSMUSP00000046974;ENSMUSP00000119960;ENSMUSP00000067372;	22778
Mus_musculus	En1	ENSMUSG00000058665	Homeobox	ENSMUSP00000078659;	13798
Mus_musculus	Atf7	ENSMUSG00000099083	TF_bZIP	ENSMUSP00000104456;ENSMUSP00000130130;ENSMUSP00000139181;ENSMUSP00000139367;ENSMUSP00000139308;ENSMUSP00000139243;	223922
Mus_musculus	Pou2f1	ENSMUSG00000026565	Pou	ENSMUSP00000107057;ENSMUSP00000064000;ENSMUSP00000107055;ENSMUSP00000125444;ENSMUSP00000124738;ENSMUSP00000027850;ENSMUSP00000107056;ENSMUSP00000138962;ENSMUSP00000125371;	18986
Mus_musculus	Grhl1	ENSMUSG00000020656	CP2	ENSMUSP00000082689;ENSMUSP00000020985;	195733
Mus_musculus	Zscan4-ps1	ENSMUSG00000110103	zf-C2H2	ENSMUSP00000131258;	-
Mus_musculus	Gm14322	ENSMUSG00000078864	zf-C2H2	ENSMUSP00000104570;ENSMUSP00000136870;	626802
Mus_musculus	Zfp968	ENSMUSG00000078898	zf-C2H2	ENSMUSP00000104675;	100043914
Mus_musculus	Zfp383	ENSMUSG00000099689	zf-C2H2	ENSMUSP00000140742;	73729
Mus_musculus	Zfp454	ENSMUSG00000048728	zf-C2H2	ENSMUSP00000061824;ENSMUSP00000129125;ENSMUSP00000104759;	237758
Mus_musculus	Foxi3	ENSMUSG00000055874	Fork_head	ENSMUSP00000065664;ENSMUSP00000125380;	232077
Mus_musculus	Smad4	ENSMUSG00000024515	MH1	ENSMUSP00000025393;ENSMUSP00000110589;	17128
Mus_musculus	Zfp977	ENSMUSG00000092335	zf-C2H2	ENSMUSP00000134517;	208111
Mus_musculus	Irx1	ENSMUSG00000060969	Homeobox	ENSMUSP00000152128;ENSMUSP00000076562;	16371
Mus_musculus	Zfp967	ENSMUSG00000095199	zf-C2H2	ENSMUSP00000136521;	100303732
Mus_musculus	Sp3	ENSMUSG00000027109	zf-C2H2	ENSMUSP00000099750;ENSMUSP00000065807;	20687
Mus_musculus	Zfp362	ENSMUSG00000028799	zf-C2H2	ENSMUSP00000101686;ENSMUSP00000065733;ENSMUSP00000128499;	230761
Mus_musculus	Zbtb5	ENSMUSG00000049657	ZBTB	ENSMUSP00000136507;ENSMUSP00000136507;ENSMUSP00000103447;ENSMUSP00000103447;ENSMUSP00000059919;ENSMUSP00000059919;	230119
Mus_musculus	Zbtb39	ENSMUSG00000044617	ZBTB	ENSMUSP00000052717;ENSMUSP00000052717;	320080
Mus_musculus	Zkscan1	ENSMUSG00000029729	zf-C2H2	ENSMUSP00000106588;ENSMUSP00000019660;ENSMUSP00000106587;ENSMUSP00000068480;	74570
Mus_musculus	Etv1	ENSMUSG00000004151	ETS	ENSMUSP00000093442;ENSMUSP00000125733;ENSMUSP00000125157;ENSMUSP00000125676;ENSMUSP00000125692;ENSMUSP00000124736;ENSMUSP00000124019;	14009
Mus_musculus	Glis2	ENSMUSG00000014303	zf-C2H2	ENSMUSP00000014447;	83396
Mus_musculus	Gm2026	ENSMUSG00000078886	zf-C2H2	ENSMUSP00000104636;	100039060
Mus_musculus	Mxi1	ENSMUSG00000025025	bHLH	ENSMUSP00000025998;ENSMUSP00000003870;ENSMUSP00000107366;	17859
Mus_musculus	Ets2	ENSMUSG00000022895	ETS	ENSMUSP00000023612;	23872
Mus_musculus	Creb1	ENSMUSG00000025958	TF_bZIP	ENSMUSP00000084624;ENSMUSP00000139995;ENSMUSP00000140112;ENSMUSP00000132860;ENSMUSP00000059973;	12912
Mus_musculus	Gm45871	ENSMUSG00000110277	zf-C2H2	ENSMUSP00000147542;	108168395
Mus_musculus	Rfx6	ENSMUSG00000019900	RFX	ENSMUSP00000116057;ENSMUSP00000151430;	320995
Mus_musculus	Smad7	ENSMUSG00000025880	MH1	ENSMUSP00000129322;ENSMUSP00000133544;ENSMUSP00000026999;	17131
Mus_musculus	Zbtb44	ENSMUSG00000047412	ZBTB	ENSMUSP00000149386;ENSMUSP00000149386;ENSMUSP00000149969;ENSMUSP00000149969;ENSMUSP00000149121;ENSMUSP00000110877;ENSMUSP00000133109;	235132
Mus_musculus	Foxd4	ENSMUSG00000051490	Fork_head	ENSMUSP00000058575;	14237
Mus_musculus	Zkscan14	ENSMUSG00000029627	zf-C2H2	ENSMUSP00000124196;ENSMUSP00000031632;	67235
Mus_musculus	Rhox9	ENSMUSG00000097436	Homeobox	ENSMUSP00000138059;ENSMUSP00000137702;	-
Mus_musculus	Nkx1-2	ENSMUSG00000048528	Homeobox	ENSMUSP00000052778;	20231
Mus_musculus	Zfp973	ENSMUSG00000078879	zf-C2H2	ENSMUSP00000104613;	545490
Mus_musculus	Hmgb3	ENSMUSG00000015217	HMG	ENSMUSP00000110232;ENSMUSP00000116937;ENSMUSP00000110229;ENSMUSP00000086260;ENSMUSP00000015361;	15354
Mus_musculus	Isx	ENSMUSG00000031621	Homeobox	ENSMUSP00000034034;ENSMUSP00000134368;	71597
Mus_musculus	Zfp592	ENSMUSG00000005621	zf-C2H2	ENSMUSP00000102976;	233410
Mus_musculus	Rhox4b	ENSMUSG00000071771	Homeobox	ENSMUSP00000094197;	57737
Mus_musculus	Rsl1	ENSMUSG00000058900	zf-C2H2	ENSMUSP00000021997;	380855
Mus_musculus	Zfp382	ENSMUSG00000074220	zf-C2H2	ENSMUSP00000096196;	233060
Mus_musculus	Zfp354b	ENSMUSG00000020335	zf-C2H2	ENSMUSP00000104752;ENSMUSP00000127671;	27274
Mus_musculus	Zfp281	ENSMUSG00000041483	zf-C2H2	ENSMUSP00000039003;ENSMUSP00000107677;	226442
Mus_musculus	Sp6	ENSMUSG00000038560	zf-C2H2	ENSMUSP00000103248;ENSMUSP00000039307;	83395
Mus_musculus	Camta1	ENSMUSG00000014592	CG-1	ENSMUSP00000054804;ENSMUSP00000127916;ENSMUSP00000095381;	100072
Mus_musculus	Meox1	ENSMUSG00000001493	Homeobox	ENSMUSP00000051158;	17285
Mus_musculus	Cdx4	ENSMUSG00000031326	Homeobox	ENSMUSP00000033689;	12592
Mus_musculus	Foxc1	ENSMUSG00000050295	Fork_head	ENSMUSP00000052196;	17300
Mus_musculus	Emx2	ENSMUSG00000043969	Homeobox	ENSMUSP00000053361;	13797
Mus_musculus	Zfp101	ENSMUSG00000055240	zf-C2H2	ENSMUSP00000132508;	22643
Mus_musculus	Hoxb7	ENSMUSG00000038721	Homeobox	ENSMUSP00000040121;	15415
Mus_musculus	Zfp687	ENSMUSG00000019338	zf-C2H2	ENSMUSP00000019482;	78266
Mus_musculus	Usf3	ENSMUSG00000068284	bHLH	ENSMUSP00000085694;ENSMUSP00000112620;ENSMUSP00000128627;	207806
Mus_musculus	Pou5f2	ENSMUSG00000093668	Pou	ENSMUSP00000135597;	75507
Mus_musculus	Zfp983	ENSMUSG00000035868	zf-C2H2	ENSMUSP00000039392;	73229
Mus_musculus	Nfx1	ENSMUSG00000028423	zf-NF-X1	ENSMUSP00000095747;ENSMUSP00000089203;ENSMUSP00000030133;	74164
Mus_musculus	Mbtps2	ENSMUSG00000046873	zf-C2H2	ENSMUSP00000137233;	270669
Mus_musculus	Zfp68	ENSMUSG00000058291	zf-C2H2	ENSMUSP00000083013;ENSMUSP00000069615;ENSMUSP00000106530;	24135
Mus_musculus	Thrb	ENSMUSG00000021779	THR-like	ENSMUSP00000153355;ENSMUSP00000089053;ENSMUSP00000022303;ENSMUSP00000022304;	21834
Mus_musculus	Ptf1a	ENSMUSG00000026735	bHLH	ENSMUSP00000028068;	19213
Mus_musculus	Cphx3	ENSMUSG00000094817	Homeobox	ENSMUSP00000129288;ENSMUSP00000139300;	100039280
Mus_musculus	Esrrg	ENSMUSG00000026610	ESR-like	ENSMUSP00000106563;ENSMUSP00000106564;ENSMUSP00000027906;	26381
Mus_musculus	Lbx2	ENSMUSG00000034968	Homeobox	ENSMUSP00000047134;	16815
Mus_musculus	Ubp1	ENSMUSG00000009741	CP2	ENSMUSP00000112192;ENSMUSP00000009885;ENSMUSP00000150023;ENSMUSP00000149908;ENSMUSP00000081946;	22221
Mus_musculus	Myt1	ENSMUSG00000010505	zf-C2HC	ENSMUSP00000121394;ENSMUSP00000115697;ENSMUSP00000104387;ENSMUSP00000079900;ENSMUSP00000122011;ENSMUSP00000104388;	17932
Mus_musculus	Zscan22	ENSMUSG00000054715	zf-C2H2	ENSMUSP00000113486;ENSMUSP00000112684;ENSMUSP00000113314;ENSMUSP00000057651;	232878
Mus_musculus	Zfp931	ENSMUSG00000078861	zf-C2H2	ENSMUSP00000104552;	353208
Mus_musculus	Egr3	ENSMUSG00000033730	zf-C2H2	ENSMUSP00000037042;ENSMUSP00000153491;	13655
Mus_musculus	Zbtb16	ENSMUSG00000066687	ZBTB	ENSMUSP00000150887;ENSMUSP00000150887;ENSMUSP00000091374;ENSMUSP00000091374;	235320
Mus_musculus	Rhox4c	ENSMUSG00000079635	Homeobox	ENSMUSP00000110837;	434759
Mus_musculus	Zfp688	ENSMUSG00000045251	zf-C2H2	ENSMUSP00000119731;ENSMUSP00000101907;	69234
Mus_musculus	Neurod6	ENSMUSG00000037984	bHLH	ENSMUSP00000047016;	11922
Mus_musculus	Stat5a	ENSMUSG00000004043	STAT	ENSMUSP00000102979;ENSMUSP00000004145;ENSMUSP00000102980;	20850
Mus_musculus	Sox7	ENSMUSG00000063060	HMG	ENSMUSP00000078597;	20680
Mus_musculus	Gm32802	ENSMUSG00000112252	MYB	ENSMUSP00000151607;	-
Mus_musculus	Tbx2	ENSMUSG00000000093	T-box	ENSMUSP00000000095;	21385
Mus_musculus	Tgif1	ENSMUSG00000047407	Homeobox	ENSMUSP00000124168;ENSMUSP00000130930;ENSMUSP00000060512;ENSMUSP00000113192;ENSMUSP00000127139;ENSMUSP00000115375;	21815
Mus_musculus	Nr5a1	ENSMUSG00000026751	SF-like	ENSMUSP00000028084;ENSMUSP00000108504;	26423
Mus_musculus	Irx5	ENSMUSG00000031737	Homeobox	ENSMUSP00000147339;ENSMUSP00000034184;	54352
Mus_musculus	Zfp219	ENSMUSG00000049295	zf-C2H2	ENSMUSP00000154200;ENSMUSP00000068184;ENSMUSP00000154448;ENSMUSP00000153966;ENSMUSP00000153742;ENSMUSP00000154709;ENSMUSP00000126854;ENSMUSP00000154367;ENSMUSP00000154768;	69890
Mus_musculus	Vezf1	ENSMUSG00000018377	zf-C2H2	ENSMUSP00000018521;ENSMUSP00000114394;	22344
Mus_musculus	Otp	ENSMUSG00000021685	Homeobox	ENSMUSP00000022195;	18420
Mus_musculus	Zfp513	ENSMUSG00000043059	zf-C2H2	ENSMUSP00000031562;ENSMUSP00000110238;	101023
Mus_musculus	Bhlhe22	ENSMUSG00000025128	bHLH	ENSMUSP00000026120;	59058
Mus_musculus	Mlxipl	ENSMUSG00000005373	bHLH	ENSMUSP00000116358;ENSMUSP00000122198;ENSMUSP00000121668;ENSMUSP00000005507;ENSMUSP00000121348;	58805
Mus_musculus	Klf6	ENSMUSG00000000078	zf-C2H2	ENSMUSP00000000080;	23849
