ApprovedSymbol	ApprovedName
SLC32A1	solute carrier family 32 member 1
SLC33A1	solute carrier family 33 member 1
SLC34A1	solute carrier family 34 member 1
SLC34A2	solute carrier family 34 member 2
SLC34A3	solute carrier family 34 member 3
SLC35A1	solute carrier family 35 member A1
SLC35A2	solute carrier family 35 member A2
SLC35A3	solute carrier family 35 member A3
SLC35A4	solute carrier family 35 member A4
SLC35A5	solute carrier family 35 member A5
SLC35B1	solute carrier family 35 member B1
SLC35B2	solute carrier family 35 member B2
SLC35B3	solute carrier family 35 member B3
SLC35B4	solute carrier family 35 member B4
SLC35C1	solute carrier family 35 member C1
SLC35C2	solute carrier family 35 member C2
SLC35D1	solute carrier family 35 member D1
SLC35D2	solute carrier family 35 member D2
SLC35D3	solute carrier family 35 member D3
SLC35E1	solute carrier family 35 member E1
SLC35E2A	solute carrier family 35 member E2A
SLC35E2B	solute carrier family 35 member E2B
SLC35E3	solute carrier family 35 member E3
SLC35E4	solute carrier family 35 member E4
SLC35F1	solute carrier family 35 member F1
SLC35F2	solute carrier family 35 member F2
SLC35F3	solute carrier family 35 member F3
SLC35F3-AS1	SLC35F3 antisense RNA 1
SLC35F4	solute carrier family 35 member F4
SLC35F5	solute carrier family 35 member F5
SLC35F6	solute carrier family 35 member F6
SLC35G1	solute carrier family 35 member G1
SLC35G2	solute carrier family 35 member G2
SLC35G3	solute carrier family 35 member G3
SLC35G4	solute carrier family 35 member G4
SLC35G5	solute carrier family 35 member G5
SLC35G6	solute carrier family 35 member G6
SLC36A1	solute carrier family 36 member 1
SLC36A2	solute carrier family 36 member 2
SLC36A3	solute carrier family 36 member 3
SLC36A4	solute carrier family 36 member 4
SLC37A1	solute carrier family 37 member 1
SLC37A2	solute carrier family 37 member 2
SLC37A3	solute carrier family 37 member 3
SLC37A4	solute carrier family 37 member 4
SLC38A1	solute carrier family 38 member 1
SLC38A2	solute carrier family 38 member 2
SLC38A2-AS1	SLC38A2 antisense RNA 1
SLC38A3	solute carrier family 38 member 3
SLC38A4	solute carrier family 38 member 4
SLC38A5	solute carrier family 38 member 5
SLC38A6	solute carrier family 38 member 6
SLC38A7	solute carrier family 38 member 7
SLC38A8	solute carrier family 38 member 8
SLC38A9	solute carrier family 38 member 9
SLC38A10	solute carrier family 38 member 10
SLC38A11	solute carrier family 38 member 11
SLC39A1	solute carrier family 39 member 1
SLC39A2	solute carrier family 39 member 2
SLC39A3	solute carrier family 39 member 3
SLC39A4	solute carrier family 39 member 4
SLC39A5	solute carrier family 39 member 5
SLC39A6	solute carrier family 39 member 6
SLC39A7	solute carrier family 39 member 7
SLC39A8	solute carrier family 39 member 8
SLC39A9	solute carrier family 39 member 9
SLC39A10	solute carrier family 39 member 10
SLC39A11	solute carrier family 39 member 11
SLC39A12	solute carrier family 39 member 12
SLC39A12-AS1	SLC39A12 antisense RNA 1
SLC39A13	solute carrier family 39 member 13
SLC39A14	solute carrier family 39 member 14
SLC40A1	solute carrier family 40 member 1
SLC41A1	solute carrier family 41 member 1
SLC41A2	solute carrier family 41 member 2
SLC41A3	solute carrier family 41 member 3
SLC41A3-AS1	SLC41A3 antisense RNA 1
SLC43A1	solute carrier family 43 member 1
SLC43A2	solute carrier family 43 member 2
SLC43A3	solute carrier family 43 member 3
SLC44A1	solute carrier family 44 member 1
SLC44A2	solute carrier family 44 member 2
SLC44A3	solute carrier family 44 member 3
SLC44A3-AS1	SLC44A3 antisense RNA 1
SLC44A4	solute carrier family 44 member 4
SLC44A5	solute carrier family 44 member 5
SLC45A1	solute carrier family 45 member 1
SLC45A2	solute carrier family 45 member 2
SLC45A3	solute carrier family 45 member 3
SLC45A4	solute carrier family 45 member 4
SLC46A1	solute carrier family 46 member 1
SLC46A2	solute carrier family 46 member 2
SLC46A3	solute carrier family 46 member 3
SLC47A1	solute carrier family 47 member 1
SLC47A2	solute carrier family 47 member 2
SLC48A1	solute carrier family 48 member 1
SLC49A3	solute carrier family 49 member 3
SLC49A4	solute carrier family 49 member 4
SLC50A1	solute carrier family 50 member 1
SLC51A	solute carrier family 51 subunit alpha
SLC51B	solute carrier family 51 subunit beta
SLC52A1	solute carrier family 52 member 1
SLC52A2	solute carrier family 52 member 2
SLC52A3	solute carrier family 52 member 3
SLC66A1	solute carrier family 66 member 1
SLC66A1L	solute carrier family 66 member 1 like
SLC66A2	solute carrier family 66 member 2
SLC66A3	solute carrier family 66 member 3
SLCO1A2	solute carrier organic anion transporter family member 1A2
SLCO1B1	solute carrier organic anion transporter family member 1B1
SLCO1B3	solute carrier organic anion transporter family member 1B3
SLCO1B7	solute carrier organic anion transporter family member 1B7 (putative)
SLCO1C1	solute carrier organic anion transporter family member 1C1
SLCO2A1	solute carrier organic anion transporter family member 2A1
SLCO2B1	solute carrier organic anion transporter family member 2B1
SLCO3A1	solute carrier organic anion transporter family member 3A1
SLCO4A1	solute carrier organic anion transporter family member 4A1
SLCO4A1-AS1	SLCO4A1 antisense RNA 1
SLCO4C1	solute carrier organic anion transporter family member 4C1
SLCO5A1	solute carrier organic anion transporter family member 5A1
SLCO5A1-AS1	SLCO5A1 antisense RNA 1
SLCO6A1	solute carrier organic anion transporter family member 6A1
SLF1	SMC5-SMC6 complex localization factor 1
SLF2	SMC5-SMC6 complex localization factor 2
SLFN5	schlafen family member 5
SLFN11	schlafen family member 11
SLFN12	schlafen family member 12
SLFN12L	schlafen family member 12 like
SLFN13	schlafen family member 13
SLFN14	schlafen family member 14
SLFNL1	schlafen like 1
SLFNL1-AS1	SLFNL1 antisense RNA 1
SLIRP	SRA stem-loop interacting RNA binding protein
SLIT1	slit guidance ligand 1
SLIT1-AS1	SLIT1 antisense RNA 1
SLIT2	slit guidance ligand 2
SLIT2-IT1	SLIT2 intronic transcript 1
SLIT3	slit guidance ligand 3
SLIT3-AS1	SLIT3 antisense RNA 1
SLIT3-AS2	SLIT3 antisense RNA 2
SLITRK1	SLIT and NTRK like family member 1
SLITRK2	SLIT and NTRK like family member 2
SLITRK3	SLIT and NTRK like family member 3
SLITRK4	SLIT and NTRK like family member 4
SLITRK5	SLIT and NTRK like family member 5
SLITRK6	SLIT and NTRK like family member 6
SLK	STE20 like kinase
SLMAP	sarcolemma associated protein
SLN	sarcolipin
SLPI	secretory leukocyte peptidase inhibitor
SLTM	SAFB like transcription modulator
SLU7	SLU7 homolog, splicing factor
SLURP1	secreted LY6/PLAUR domain containing 1
SLURP2	secreted LY6/PLAUR domain containing 2
SLX1A	SLX1 homolog A, structure-specific endonuclease subunit
SLX1B	SLX1 homolog B, structure-specific endonuclease subunit
SLX4	SLX4 structure-specific endonuclease subunit
SLX4IP	SLX4 interacting protein
SLX9	SLX9 ribosome biogenesis factor
SMAD1	SMAD family member 1
SMAD1-AS1	SMAD1 antisense RNA 1
SMAD1-AS2	SMAD1 antisense RNA 2
SMAD2	SMAD family member 2
SMAD3	SMAD family member 3
SMAD4	SMAD family member 4
SMAD5	SMAD family member 5
SMAD5-AS1	SMAD5 antisense RNA 1
SMAD6	SMAD family member 6
SMAD7	SMAD family member 7
SMAD9	SMAD family member 9
SMAD9-IT1	SMAD9 intronic transcript 1
SMAGP	small cell adhesion glycoprotein
SMAP1	small ArfGAP 1
SMAP2	small ArfGAP2
SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1
SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
SMARCA5-AS1	SMARCA5 antisense RNA 1
SMARCAD1	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1
SMARCAD1-DT	SMARCAD1 divergent transcript
SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1
SMARCAL1-AS1	SMARCAL1 antisense RNA 1
SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1
SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2
SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1
SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3
SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1
SMC1A	structural maintenance of chromosomes 1A
SMC1B	structural maintenance of chromosomes 1B
SMC2	structural maintenance of chromosomes 2
SMC2-DT	SMC2 divergent transcript
SMC3	structural maintenance of chromosomes 3
SMC4	structural maintenance of chromosomes 4
SMC5	structural maintenance of chromosomes 5
SMC5-DT	SMC5 divergent transcript
SMC6	structural maintenance of chromosomes 6
SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1
SMCO1	single-pass membrane protein with coiled-coil domains 1
SMCO2	single-pass membrane protein with coiled-coil domains 2
SMCO3	single-pass membrane protein with coiled-coil domains 3
SMCO4	single-pass membrane protein with coiled-coil domains 4
SMCP	sperm mitochondria associated cysteine rich protein
SMCR2	Smith-Magenis syndrome chromosome region, candidate 2
SMCR5	Smith-Magenis syndrome chromosome region, candidate 5
SMCR6	Smith-Magenis syndrome chromosome region, candidate 6
SMCR8	SMCR8-C9orf72 complex subunit
SMCR9	Smith-Magenis syndrome chromosome region, candidate 9
SMDT1	single-pass membrane protein with aspartate rich tail 1
SMG1	SMG1 nonsense mediated mRNA decay associated PI3K related kinase
SMG1-DT	SMG1 divergent transcript
SMG5	SMG5 nonsense mediated mRNA decay factor
SMG6	SMG6 nonsense mediated mRNA decay factor
SMG6-IT1	SMG6 intronic transcript 1
SMG7	SMG7 nonsense mediated mRNA decay factor
SMG7-AS1	SMG7 antisense RNA 1
SMG8	SMG8 nonsense mediated mRNA decay factor
SMG9	SMG9 nonsense mediated mRNA decay factor
SMILR	smooth muscle induced lncRNA, enhancer of proliferation
SMIM1	small integral membrane protein 1 (Vel blood group)
SMIM2	small integral membrane protein 2
SMIM2-AS1	SMIM2 antisense RNA 1
SMIM2-IT1	SMIM2 intronic transcript 1
SMIM3	small integral membrane protein 3
SMIM4	small integral membrane protein 4
SMIM5	small integral membrane protein 5
SMIM6	small integral membrane protein 6
SMIM7	small integral membrane protein 7
SMIM8	small integral membrane protein 8
SMIM9	small integral membrane protein 9
SMIM10	small integral membrane protein 10
SMIM10L1	small integral membrane protein 10 like 1
SMIM10L2A	small integral membrane protein 10 like 2A
SMIM10L2B	small integral membrane protein 10 like 2B
SMIM10L2B-AS1	SMIM10L2B antisense RNA 1
SMIM11	small integral membrane protein 11
SMIM11B	small integral membrane protein 11B
SMIM12	small integral membrane protein 12
SMIM12-AS1	SMIM12 antisense RNA 1
SMIM13	small integral membrane protein 13
SMIM14	small integral membrane protein 14
SMIM14-DT	SMIM14 divergent transcript
SMIM15	small integral membrane protein 15
SMIM15-AS1	SMIM15 antisense RNA 1
SMIM17	small integral membrane protein 17
SMIM18	small integral membrane protein 18
SMIM19	small integral membrane protein 19
SMIM20	small integral membrane protein 20
SMIM21	small integral membrane protein 21
SMIM22	small integral membrane protein 22
SMIM23	small integral membrane protein 23
SMIM24	small integral membrane protein 24
SMIM26	small integral membrane protein 26
SMIM27	small integral membrane protein 27
SMIM28	small integral membrane protein 28
SMIM29	small integral membrane protein 29
SMIM30	small integral membrane protein 30
SMIM31	small integral membrane protein 31
SMIM32	small integral membrane protein 32
SMIM33	small integral membrane protein 33
SMIM34	small integral membrane protein 34
SMIM34B	small integral membrane protein 34B
SMIM35	small integral membrane protein 35
SMIM36	small integral membrane protein 36
SMIM38	small integral membrane protein 38
SMIM39	small integral membrane protein 39
SMIM40	small integral membrane protein 40
SMIM41	small integral membrane protein 41
SMIM42	small integral membrane protein 42
SMIM43	small integral membrane protein 43
SMIM44	small integral membrane protein 44
SMIM45	small integral membrane protein 45
SMKR1	small lysine rich protein 1
SMLR1	small leucine rich protein 1
SMN1	survival of motor neuron 1, telomeric
SMN2	survival of motor neuron 2, centromeric
SMNDC1	survival motor neuron domain containing 1
SMO	smoothened, frizzled class receptor
SMOC1	SPARC related modular calcium binding 1
SMOC2	SPARC related modular calcium binding 2
SMOX	spermine oxidase
SMPD1	sphingomyelin phosphodiesterase 1
SMPD2	sphingomyelin phosphodiesterase 2
SMPD3	sphingomyelin phosphodiesterase 3
SMPD4	sphingomyelin phosphodiesterase 4
SMPDL3A	sphingomyelin phosphodiesterase acid like 3A
SMPDL3B	sphingomyelin phosphodiesterase acid like 3B
SMPX	small muscle protein X-linked
SMR3A	submaxillary gland androgen regulated protein 3A
SMR3B	submaxillary gland androgen regulated protein 3B
SMS	spermine synthase
SMTN	smoothelin
SMTNL1	smoothelin like 1
SMTNL2	smoothelin like 2
SMU1	SMU1 DNA replication regulator and spliceosomal factor
SMUG1	single-strand-selective monofunctional uracil-DNA glycosylase 1
SMUG1-AS1	SMUG1 antisense RNA 1
SMURF1	SMAD specific E3 ubiquitin protein ligase 1
SMURF2	SMAD specific E3 ubiquitin protein ligase 2
SMYD1	SET and MYND domain containing 1
SMYD2	SET and MYND domain containing 2
SMYD3	SET and MYND domain containing 3
SMYD3-AS1	SMYD3 antisense RNA 1
SMYD3-IT1	SMYD3 intronic transcript 1
SMYD4	SET and MYND domain containing 4
SMYD5	SMYD family member 5
SNAI1	snail family transcriptional repressor 1
SNAI2	snail family transcriptional repressor 2
SNAI3	snail family transcriptional repressor 3
SNAI3-AS1	SNAI3 antisense RNA 1
SNAP23	synaptosome associated protein 23
SNAP25	synaptosome associated protein 25
SNAP25-AS1	SNAP25 antisense RNA 1
SNAP29	synaptosome associated protein 29
SNAP47	synaptosome associated protein 47
SNAP47-AS1	SNAP47 antisense RNA 1
SNAP91	synaptosome associated protein 91
SNAPC1	small nuclear RNA activating complex polypeptide 1
SNAPC2	small nuclear RNA activating complex polypeptide 2
SNAPC3	small nuclear RNA activating complex polypeptide 3
SNAPC4	small nuclear RNA activating complex polypeptide 4
SNAPC5	small nuclear RNA activating complex polypeptide 5
SNAPIN	SNAP associated protein
SNAR-A1	small NF90 (ILF3) associated RNA A1
SNAR-A2	small NF90 (ILF3) associated RNA A2
SNAR-A3	small NF90 (ILF3) associated RNA A3
SNAR-A4	small NF90 (ILF3) associated RNA A4
SNAR-A5	small NF90 (ILF3) associated RNA A5
SNAR-A6	small NF90 (ILF3) associated RNA A6
SNAR-A7	small NF90 (ILF3) associated RNA A7
SNAR-A8	small NF90 (ILF3) associated RNA A8
SNAR-A9	small NF90 (ILF3) associated RNA A9
SNAR-A10	small NF90 (ILF3) associated RNA A10
SNAR-A11	small NF90 (ILF3) associated RNA A11
SNAR-A12	small NF90 (ILF3) associated RNA A12
SNAR-A13	small NF90 (ILF3) associated RNA A13
SNAR-A14	small NF90 (ILF3) associated RNA A14
SNAR-B1	small NF90 (ILF3) associated RNA B1
SNAR-B2	small NF90 (ILF3) associated RNA B2
SNAR-C1	small NF90 (ILF3) associated RNA C1
SNAR-C2	small NF90 (ILF3) associated RNA C2
SNAR-C3	small NF90 (ILF3) associated RNA C3
SNAR-C4	small NF90 (ILF3) associated RNA C4
SNAR-C5	small NF90 (ILF3) associated RNA C5
SNAR-D	small NF90 (ILF3) associated RNA D
SNAR-E	small NF90 (ILF3) associated RNA E
SNAR-F	small NF90 (ILF3) associated RNA F
SNAR-G1	small NF90 (ILF3) associated RNA G1
SNAR-G2	small NF90 (ILF3) associated RNA G2
SNAR-H	small NF90 (ILF3) associated RNA H
SNAR-I	small NF90 (ILF3) associated RNA I
SNCA	synuclein alpha
SNCA-AS1	SNCA antisense RNA 1
SNCAIP	synuclein alpha interacting protein
SNCB	synuclein beta
SNCG	synuclein gamma
SND1	staphylococcal nuclease and tudor domain containing 1
SND1-DT	SND1 divergent transcript
SND1-IT1	SND1 intronic transcript 1
SNED1	sushi, nidogen and EGF like domains 1
SNED1-AS1	SNED1 antisense RNA 1
SNF8	SNF8 subunit of ESCRT-II
SNHG1	small nucleolar RNA host gene 1
SNHG3	small nucleolar RNA host gene 3
SNHG4	small nucleolar RNA host gene 4
SNHG5	small nucleolar RNA host gene 5
SNHG6	small nucleolar RNA host gene 6
SNHG7	small nucleolar RNA host gene 7
SNHG8	small nucleolar RNA host gene 8
SNHG9	small nucleolar RNA host gene 9
SNHG10	small nucleolar RNA host gene 10
SNHG11	small nucleolar RNA host gene 11
SNHG12	small nucleolar RNA host gene 12
SNHG14	small nucleolar RNA host gene 14
SNHG15	small nucleolar RNA host gene 15
SNHG16	small nucleolar RNA host gene 16
SNHG17	small nucleolar RNA host gene 17
SNHG18	small nucleolar RNA host gene 18
SNHG19	small nucleolar RNA host gene 19
SNHG20	small nucleolar RNA host gene 20
SNHG21	small nucleolar RNA host gene 21
SNHG22	small nucleolar RNA host gene 22
SNHG25	small nucleolar RNA host gene 25
SNHG26	small nucleolar RNA host gene 26
SNHG27	small nucleolar RNA host gene 27
SNHG28	small nucleolar RNA host gene 28
SNHG29	small nucleolar RNA host gene 29
SNHG30	small nucleolar RNA host gene 30
SNHG31	small nucleolar RNA host gene 31
SNHG32	small nucleolar RNA host gene 32
SNIP1	Smad nuclear interacting protein 1
SNN	stannin
SNORA1	small nucleolar RNA, H/ACA box 1
SNORA1B	small nucleolar RNA, H/ACA box 1B
SNORA2A	small nucleolar RNA, H/ACA box 2A
SNORA2B	small nucleolar RNA, H/ACA box 2B
SNORA2C	small nucleolar RNA, H/ACA box 2C
SNORA3A	small nucleolar RNA, H/ACA box 3A
SNORA3B	small nucleolar RNA, H/ACA box 3B
SNORA3C	small nucleolar RNA, H/ACA box 3C
SNORA4	small nucleolar RNA, H/ACA box 4
SNORA5A	small nucleolar RNA, H/ACA box 5A
SNORA5B	small nucleolar RNA, H/ACA box 5B
SNORA5C	small nucleolar RNA, H/ACA box 5C
SNORA6	small nucleolar RNA, H/ACA box 6
SNORA7A	small nucleolar RNA, H/ACA box 7A
SNORA7B	small nucleolar RNA, H/ACA box 7B
SNORA8	small nucleolar RNA, H/ACA box 8
SNORA9	small nucleolar RNA, H/ACA box 9
SNORA9B	small nucleolar RNA, H/ACA box 9B
SNORA10	small nucleolar RNA, H/ACA box 10
SNORA10B	small nucleolar RNA, H/ACA box 10B
SNORA11	small nucleolar RNA, H/ACA box 11
SNORA11B	small nucleolar RNA, H/ACA box 11B
SNORA11C	small nucleolar RNA, H/ACA box 11C
SNORA11D	small nucleolar RNA, H/ACA box 11D
SNORA11E	small nucleolar RNA, H/ACA box 11E
SNORA11F	small nucleolar RNA, H/ACA box 11F
SNORA11G	small nucleolar RNA, H/ACA box 11G
SNORA12	small nucleolar RNA, H/ACA box 12
SNORA13	small nucleolar RNA, H/ACA box 13
SNORA14A	small nucleolar RNA, H/ACA box 14A
SNORA14B	small nucleolar RNA, H/ACA box 14B
SNORA15	small nucleolar RNA, H/ACA box 15
SNORA15B-1	small nucleolar RNA, H/ACA box 15B-1
SNORA15B-2	small nucleolar RNA, H/ACA box 15B-2
SNORA16A	small nucleolar RNA, H/ACA box 16A
SNORA16B	small nucleolar RNA, H/ACA box 16B
SNORA17A	small nucleolar RNA, H/ACA box 17A
SNORA17B	small nucleolar RNA, H/ACA box 17B
SNORA18	small nucleolar RNA, H/ACA box 18
SNORA19	small nucleolar RNA, H/ACA box 19
SNORA20	small nucleolar RNA, H/ACA box 20
SNORA20B	small nucleolar RNA, H/ACA box 20B
SNORA21	small nucleolar RNA, H/ACA box 21
SNORA21B	small nucleolar RNA, H/ACA box 21B
SNORA22	small nucleolar RNA, H/ACA box 22
SNORA22B	small nucleolar RNA, H/ACA box 22B
SNORA22C	small nucleolar RNA, H/ACA box 22C
SNORA23	small nucleolar RNA, H/ACA box 23
SNORA24	small nucleolar RNA, H/ACA box 24
SNORA24B	small nucleolar RNA, H/ACA box 24B
SNORA25	small nucleolar RNA, H/ACA box 25
SNORA25B	small nucleolar RNA, H/ACA box 25B
SNORA26	small nucleolar RNA, H/ACA box 26
SNORA27	small nucleolar RNA, H/ACA box 27
SNORA28	small nucleolar RNA, H/ACA box 28
SNORA29	small nucleolar RNA, H/ACA box 29
SNORA30	small nucleolar RNA, H/ACA box 30
SNORA30B	small nucleolar RNA, H/ACA box 30B
SNORA31	small nucleolar RNA, H/ACA box 31
SNORA31B	small nucleolar RNA, H/ACA box 31B
SNORA32	small nucleolar RNA, H/ACA box 32
SNORA33	small nucleolar RNA, H/ACA box 33
SNORA35	small nucleolar RNA, H/ACA box 35
SNORA35B	small nucleolar RNA, H/ACA box 35B
SNORA36A	small nucleolar RNA, H/ACA box 36A
SNORA36B	small nucleolar RNA, H/ACA box 36B
SNORA36C	small nucleolar RNA, H/ACA box 36C
SNORA37	small nucleolar RNA, H/ACA box 37
SNORA38	small nucleolar RNA, H/ACA box 38
SNORA38B	small nucleolar RNA, H/ACA box 38B
SNORA40	small nucleolar RNA, H/ACA box 40
SNORA40B	small nucleolar RNA, H/ACA box 40B
SNORA40C	small nucleolar RNA, H/ACA box 40C
SNORA41	small nucleolar RNA, H/ACA box 41
SNORA41B	small nucleolar RNA, H/ACA box 41B
SNORA44	small nucleolar RNA, H/ACA box 44
SNORA46	small nucleolar RNA, H/ACA box 46
SNORA47	small nucleolar RNA, H/ACA box 47
SNORA48	small nucleolar RNA, H/ACA box 48
SNORA48B	small nucleolar RNA, H/ACA box 48B
SNORA49	small nucleolar RNA, H/ACA box 49
SNORA50A	small nucleolar RNA, H/ACA box 50A
SNORA50B	small nucleolar RNA, H/ACA box 50B
SNORA50C	small nucleolar RNA, H/ACA box 50C
SNORA50D	small nucleolar RNA, H/ACA box 50D
SNORA51	small nucleolar RNA, H/ACA box 51
SNORA52	small nucleolar RNA, H/ACA box 52
SNORA53	small nucleolar RNA, H/ACA box 53
SNORA54	small nucleolar RNA, H/ACA box 54
SNORA55	small nucleolar RNA, H/ACA box 55
SNORA56	small nucleolar RNA, H/ACA box 56
SNORA57	small nucleolar RNA, H/ACA box 57
SNORA58	small nucleolar RNA, H/ACA box 58
SNORA58B	small nucleolar RNA, H/ACA box 58B
SNORA59A	small nucleolar RNA, H/ACA box 59A
SNORA59B	small nucleolar RNA, H/ACA box 59B
SNORA60	small nucleolar RNA, H/ACA box 60
SNORA61	small nucleolar RNA, H/ACA box 61
SNORA62	small nucleolar RNA, H/ACA box 62
SNORA63	small nucleolar RNA, H/ACA box 63
SNORA63B	small nucleolar RNA, H/ACA box 63B
SNORA63C	small nucleolar RNA, H/ACA box 63C
SNORA63D	small nucleolar RNA, H/ACA box 63D
SNORA63E	small nucleolar RNA, H/ACA box 63E
SNORA64	small nucleolar RNA, H/ACA box 64
SNORA65	small nucleolar RNA, H/ACA box 65
SNORA66	small nucleolar RNA, H/ACA box 66
SNORA67	small nucleolar RNA, H/ACA box 67
SNORA68	small nucleolar RNA, H/ACA box 68
SNORA68B	small nucleolar RNA, H/ACA box 68B
SNORA69	small nucleolar RNA, H/ACA box 69
SNORA70	small nucleolar RNA, H/ACA box 70
SNORA70B	small nucleolar RNA, H/ACA box 70B
SNORA70C	small nucleolar RNA, H/ACA box 70C
SNORA70D	small nucleolar RNA, H/ACA box 70D
SNORA70E	small nucleolar RNA, H/ACA box 70E
SNORA70F	small nucleolar RNA, H/ACA box 70F
SNORA70G	small nucleolar RNA, H/ACA box 70G
SNORA70H	small nucleolar RNA, H/ACA box 70H
SNORA70I	small nucleolar RNA, H/ACA box 70I
SNORA70J	small nucleolar RNA, H/ACA box 70J
SNORA71A	small nucleolar RNA, H/ACA box 71A
SNORA71B	small nucleolar RNA, H/ACA box 71B
SNORA71C	small nucleolar RNA, H/ACA box 71C
SNORA71D	small nucleolar RNA, H/ACA box 71D
SNORA71E	small nucleolar RNA, H/ACA box 71E
SNORA72	small nucleolar RNA, H/ACA box 72
SNORA73A	small nucleolar RNA, H/ACA box 73A
SNORA73B	small nucleolar RNA, H/ACA box 73B
SNORA74A	small nucleolar RNA, H/ACA box 74A
SNORA74B	small nucleolar RNA, H/ACA box 74B
SNORA74C-1	small nucleolar RNA, H/ACA box 74C-1
SNORA74C-2	small nucleolar RNA, H/ACA box 74C-2
SNORA74D	small nucleolar RNA, H/ACA box 74D
SNORA75	small nucleolar RNA, H/ACA box 75
SNORA75B	small nucleolar RNA, H/ACA box 75B
SNORA77	small nucleolar RNA, H/ACA box 77
SNORA77B	small nucleolar RNA, H/ACA box 77B
SNORA78	small nucleolar RNA, H/ACA box 78
SNORA79	small nucleolar RNA, H/ACA box 79
SNORA79B	small nucleolar RNA, H/ACA box 79B
SNORA80A	small nucleolar RNA, H/ACA box 80A
SNORA80B	small nucleolar RNA, H/ACA box 80B
SNORA80C	small nucleolar RNA, H/ACA box 80C
SNORA80D	small nucleolar RNA, H/ACA box 80D
SNORA80E	small nucleolar RNA, H/ACA box 80E
SNORA81	small nucleolar RNA, H/ACA box 81
SNORA84	small nucleolar RNA, H/ACA box 84
SNORA86	small nucleolar RNA, H/ACA box 86
SNORA87	small nucleolar RNA, H/ACA box 87
SNORA88	small nucleolar RNA, H/ACA box 88
SNORA89	small nucleolar RNA, H/ACA box 89
SNORA90	small nucleolar RNA, H/ACA box 90
SNORA91	small nucleolar RNA, H/ACA box 91
SNORA92	small nucleolar RNA, H/ACA box 92
SNORA93	small nucleolar RNA, H/ACA box 93
SNORA94	small nucleolar RNA, H/ACA box 94
SNORA95	small nucleolar RNA, H/ACA box 95
SNORA98	small nucleolar RNA, H/ACA box 98
SNORA99	small nucleolar RNA, H/ACA box 99
SNORA100	small nucleolar RNA, H/ACA box 100
SNORA101A	small nucleolar RNA, H/ACA box 101A
SNORA101B	small nucleolar RNA, H/ACA box 101B
SNORA103	small nucleolar RNA, H/ACA box 103
SNORA104	small nucleolar RNA, H/ACA box 104
SNORA105A	small nucleolar RNA, H/ACA box 105A
SNORA105B	small nucleolar RNA, H/ACA box 105B
SNORA105C	small nucleolar RNA, H/ACA box 105C
SNORA107	small nucleolar RNA, H/ACA box 107
SNORA108	small nucleolar RNA, H/ACA box 108
SNORA109	small nucleolar RNA, H/ACA box 109
SNORA110	small nucleolar RNA, H/ACA box 110
SNORA111	small nucleolar RNA, H/ACA box 111
SNORA112	small nucleolar RNA, H/ACA box 112
SNORA113	small nucleolar RNA, H/ACA box 113
SNORA114	small nucleolar RNA, H/ACA box 114
SNORA115	small nucleolar RNA, H/ACA box 115
SNORA116	small nucleolar RNA, H/ACA box 116
SNORA117	small nucleolar RNA, H/ACA box 117
SNORA118	small nucleolar RNA, H/ACA box 118
SNORA119	small nucleolar RNA, H/ACA box 119
SNORA120	small nucleolar RNA, H/ACA box 120
SNORC	secondary ossification center associated regulator of chondrocyte maturation
SNORD1A	small nucleolar RNA, C/D box 1A
SNORD1B	small nucleolar RNA, C/D box 1B
SNORD1C	small nucleolar RNA, C/D box 1C
SNORD2	small nucleolar RNA, C/D box 2
SNORD3@	small nucleolar RNA, C/D box 3 cluster
SNORD3A	small nucleolar RNA, C/D box 3A
SNORD3B-1	small nucleolar RNA, C/D box 3B-1
SNORD3B-2	small nucleolar RNA, C/D box 3B-2
SNORD3C	small nucleolar RNA, C/D box 3C
SNORD3D	small nucleolar RNA, C/D box 3D
SNORD3E	small nucleolar RNA, C/D box 3E
SNORD3F	small nucleolar RNA, C/D box 3F
SNORD3G	small nucleolar RNA, C/D box 3G
SNORD3H	small nucleolar RNA, C/D box 3H
SNORD3I	small nucleolar RNA, C/D box 3I
SNORD3J	small nucleolar RNA, C/D box 3J
SNORD3K	small nucleolar RNA, C/D box 3K
